epoca,loss,val_loss,accuracy,val_accuracy
190,0.016572410240769386,0.012804081663489342,0.9825000166893005,0.9800000190734863
191,0.016558416187763214,0.012840628623962402,0.9825000166893005,0.9800000190734863
192,0.01654675602912903,0.012779474258422852,0.9825000166893005,0.9800000190734863
193,0.0165262334048748,0.012817003764212132,0.9825000166893005,0.9800000190734863
194,0.01651591807603836,0.012751808390021324,0.9825000166893005,0.9800000190734863
195,0.016496960073709488,0.012718180194497108,0.9825000166893005,0.9800000190734863
196,0.01648367941379547,0.012754895724356174,0.9825000166893005,0.9800000190734863
197,0.01647288352251053,0.012695602141320705,0.9825000166893005,0.9800000190734863
198,0.016453776508569717,0.01273338682949543,0.9825000166893005,0.9800000190734863
199,0.01644703559577465,0.012697202153503895,0.9825000166893005,0.9800000190734863
200,0.016424786299467087,0.012632781639695168,0.9825000166893005,0.9800000190734863
